,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre,Description
145,Bless the Child,2000,R,5.1,17.0,1341716,29374178,107,"Crime, Drama, Horror","Cody, a little girl abandoned by her mother and raised by her aunt, a nurse, is kidnapped. The girl's guardian, aided by an F.B.I. agent, learn that Cody has supernatural abilities, and the abductees are a Satanic cult willing to do anything to gain them."
146,Kaho Naa... Pyaar Hai,2000,TV-14,6.9,-1.1,1341716,356000,172,"Musical, Romance, Thriller",A young girl meets the doppelganger of her deceased boyfriend and now has a chance to find the people who have murdered him.
147,Cecil B. Demented,2000,R,6.3,57.0,1341716,1284646,87,"Comedy, Crime, Thriller",An insane independent film director and his renegade group of teenage filmmakers kidnap an A-list Hollywood actress and force her to star in their underground film.
148,Ready to Rumble,2000,PG-13,5.4,23.0,1341716,12372410,107,"Comedy, Sport",Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.
149,Drowning Mona,2000,PG-13,5.7,25.0,1341716,15427192,96,"Comedy, Crime, Mystery","When a woman drives a car into the river to her death, everyone in town becomes a suspect."
150,Ordinary Decent Criminal,2000,R,6.4,-1.1,1341716,-1,93,"Comedy, Crime","Brilliant, flamboyant master criminal Michael Lynch is more interested in his image and his posterity than the actual profit from his ill-gotten gains."
151,Gangster No. 1,2000,R,6.8,60.0,1341716,30915,103,"Crime, Drama, Thriller","Chronicles the rise and fall of a prominent, and particularly ruthless English gangster."
152,Pokémon 3 the Movie: Spell of the Unown,2000,G,5.9,-1.1,1341716,17052128,93,"Animation, Action, Adventure","In the town of Greenfield, a young, lonely girl's dreams and wishes are brought into reality by a collective of reality-warping Pokémon."
153,Jalla! Jalla!,2000,Not Certified,6.7,-1.1,1341716,-1,88,"Comedy, Drama, Romance","Roro, a foreign worker in Swedish parks, loves his girlfriend but is about to marry another girl to prevent her from being sent back to Lebanon. Roros best friend, Måns, has his own.
"
154,All the Pretty Horses,2000,PG-13,5.8,55.0,1341716,15527125,116,"Drama, Romance, Western","Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter."
155,The Isle,2000,Not Rated,7.0,61.0,1341716,21075,90,"Drama, Thriller","Working at a fishing resort in an idyllic location, but surrounded by various facets of human unpleasantness, a young mute woman falls in love with a man on the run from the law for committing murder."
156,Animal Factory,2000,R,6.6,65.0,1341716,43805,94,"Crime, Drama","A young man goes to prison and a tough, older convict takes him under his wing as a mentor."
157,Italian for Beginners,2000,R,7.0,77.0,1341716,4447186,112,"Comedy, Drama, Romance",Several lonely hearts in a semi-provincial suburb of a town in Denmark use a beginner's course in Italian as the platform to meet the romance of their lives.
158,Werckmeister Harmonies,2000,Not Certified,8.2,92.0,1341716,25461,145,"Drama, Mystery",A naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction.
159,Brat 2,2000,Not Certified,7.8,-1.1,1341716,-1,122,"Action, Crime, Thriller","Arriving in Moscow, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience."
160,Versus,2000,R,6.4,-1.1,1341716,-1,119,"Action, Drama, Fantasy",There are 666 portals that connect this world to the other side. These are concealed from all human beings. Somewhere in Japan exists the 444th portal.... The forest of resurrection.
161,Kevin & Perry Go Large,2000,R,5.6,-1.1,1341716,-1,82,"Comedy, Music","Two inseparable, hormonal, English BFF teen boys, avoided by all others, head to Ibiza with Kevin's parents. Will they lose their virginity there?"
162,The Ladies Man,2000,R,5.2,22.0,1341716,13592872,84,Comedy,The Saturday Night Live (1975) character gets a big screen treatment.
163,Cherry Falls,2000,R,5.2,-1.1,1341716,-1,92,"Horror, Mystery, Thriller","In the small town of Cherry Falls, a psychotic murderer is killing off the virgins of the local high school."
164,Code Unknown,2000,Not Rated,7.2,74.0,1341716,95242,118,Drama,"A young man harasses a homeless woman, another man protests, the police arrest both and the woman has to leave the country. What were their various story-lines leading up to this event?"
165,Blood: The Last Vampire,2000,Not Rated,6.7,44.0,1341716,-1,48,"Animation, Action, Horror","Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires."
166,A Dog's Will,2000,Not Certified,8.6,-1.1,1341716,-1,104,"Comedy, Drama, Western","João Grilo and Chicó are two very poor and clever Brazilian Northeasterners who struggle for survival and trick people to get by. After meeting the wealthy Rosinha, both hope to finally.
"
167,Hanging Up,2000,PG-13,4.9,33.0,1341716,36050230,94,"Comedy, Drama","A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close."
168,Anatomy,2000,R,6.1,33.0,1341716,5725,103,"Horror, Thriller",A cute med student starts a summer course at Heidelberg University. David's on her dissection table. She met him the day before on the train. Something's wrong.
169,Snow Day,2000,PG,5.1,34.0,1341716,60020107,89,"Adventure, Comedy, Family","When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed."
170,Hey Ram,2000,Not Rated,7.9,-1.1,1341716,274675,186,"Crime, Drama, History",Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets out to kill him.
171,2001: A Space Travesty,2000,R,3.6,-1.1,1341716,-1,99,"Comedy, Sci-Fi",Marshal Dix is to free US president from aliens on the int'l lunar base. A clone has replaced him in The White House. Can Dix prevent an alien invasion?
172,Rugrats in Paris,2000,G,6.1,62.0,1341716,76507756,78,"Animation, Adventure, Comedy","The Rugrats travel to Paris, France, where Chuckie (Christine Cavanaugh) hopes to find a new mother and keep his father from marrying an evil business woman."
173,Common Wealth,2000,R,7.3,-1.1,1341716,-1,110,"Comedy, Crime, Horror","The accidental discovery of a big fortune hidden in the apartment of a deceased man will fill the heart of a real estate agent with greed and dreams of a luxurious life, but the neighbours think otherwise."
174,The Crow: Salvation,2000,R,4.9,-1.1,1341716,-1,102,"Action, Crime, Fantasy",Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of.
175,The Next Best Thing,2000,PG-13,4.7,25.0,1341716,14990582,108,"Comedy, Drama, Romance","Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together."
176,Bait,2000,R,5.8,39.0,1341716,15325127,119,"Action, Comedy, Crime",An ex-con is used by police to lure a criminal out of hiding.
177,Bamboozled,2000,R,6.5,54.0,1341716,2185266,135,"Comedy, Drama, Music","A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit."
178,Lost Souls,2000,R,4.9,16.0,1341716,16779636,97,"Drama, Horror, Thriller","A Catholic teacher meets an atheist journalist, whom a group of Catholics and Priests believes has been chosen by the devil to be the Antichrist."
179,Woman on Top,2000,R,5.3,41.0,1341716,5018450,92,"Comedy, Fantasy, Romance","Brazilian chef Isabella Oliveira moves to San Francisco when her husband, frustrated by her motion sickness, cheats on her."
180,Whatever It Takes,2000,PG-13,5.5,20.0,1341716,8735529,94,"Comedy, Drama, Romance",A modern-day remake of the Cyrano DeBergerac tale.
181,Lucky Numbers,2000,R,5.0,31.0,1341716,10014234,105,"Comedy, Crime",A television weatherman scams a local lottery.
182,The Little Vampire,2000,PG,5.7,45.0,1341716,13572400,95,"Adventure, Comedy, Family","A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire."
183,With a Friend Like Harry...,2000,R,7.1,75.0,1341716,3818452,117,"Comedy, Drama, Mystery","Harry knew Michel in high school; they meet again by accident, Harry inserts himself in Michel's life... and things take a sinister turn."
184,Happy Accidents,2000,R,7.2,60.0,1341716,688510,110,"Comedy, Romance","Ruby Weaver, a woman from New York, believes she has found the man of her dreams. And Sam Deed is really such, except for he assures that he came from the future."
185,Josh,2000,R,6.1,-1.1,1341716,426318,162,"Action, Drama, Musical","Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad.
"
186,Girlfight,2000,R,6.7,70.0,1341716,1523941,110,"Drama, Sport","Diana, without her father knowing it, trains as a boxer and achieves impressive success, blazing new trails for female boxers."
187,101 Reykjavík,2000,Not Rated,6.8,68.0,1341716,12182,88,"Comedy, Romance","Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve."
188,The Taste of Others,2000,R,7.2,78.0,1341716,635282,112,"Comedy, Drama, Romance","The lives of 6 people over 35 in Rouen, France, and their relationship to each other."
189,Duets,2000,R,6.1,40.0,1341716,4734235,112,"Comedy, Drama, Music","A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines."
190,Hamlet,2000,R,5.9,70.0,1341716,1568749,112,"Drama, Romance, Thriller",Modern-day New York City adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder.
191,Left Behind: The Movie,2000,PG-13,4.5,22.0,1341716,4224065,96,"Action, Drama, Fantasy",The Biblical prophecy of Armegeddon begins when the Rapture instantly takes all believers in Christ from the Earth. A reporter left behind learns that the Anti-Christ will soon take power.
192,Bread and Tulips,2000,PG-13,7.3,68.0,1341716,5311177,114,"Comedy, Romance","After being forgotten in a highway café during a bus trip, a housewife decides to start a new life by herself in Venice."
193,What Planet Are You From?,2000,R,5.6,41.0,1341716,6291602,105,"Comedy, Sci-Fi",A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targets him.
194,The Weight of Water,2000,R,5.9,45.0,1341716,102622,114,"Crime, Drama, Mystery",A newspaper photographer researches an 1873 double homicide and finds her own life paralleling that of a witness who survived the tragic ordeal.
195,Titanic - La leggenda continua,2000,Not Rated,2.0,-1.1,1341716,-1,90,"Animation, Family, Fantasy","A Cinderella meets her Prince Charming on the ill-fated Titanic. Along for the ride are a rapping dog, other talking animals, and an assortment of wacky humans."
196,Screwed,2000,PG-13,5.8,7.0,1341716,7027345,81,"Comedy, Crime","A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped."
197,Ringu 0,2000,Not Rated,6.0,-1.1,1341716,-1,99,"Horror, Mystery, Thriller","In this prequel to Ring, a young Sadako becomes an actress in hopes of escaping her troubled past. But strange visions and terrifying powers begin to manifest..."
